,datetime,precip_in
134,05/14/2022,NA
135,05/15/2022,NA
136,05/16/2022,NA
137,05/17/2022,NA
138,05/18/2022,NA
139,05/19/2022,NA
140,05/20/2022,NA
141,05/21/2022,NA
142,05/22/2022,NA
143,05/23/2022,NA
144,05/24/2022,NA
145,05/25/2022,NA
146,05/26/2022,NA
147,05/27/2022,NA
148,05/28/2022,NA
149,05/29/2022,NA
150,05/30/2022,NA
151,05/31/2022,NA
152,06/01/2022,NA
153,06/02/2022,NA
154,06/03/2022,NA
155,06/04/2022,NA
156,06/05/2022,NA
157,06/06/2022,NA
158,06/07/2022,NA
159,06/08/2022,NA
160,06/09/2022,NA
161,06/10/2022,NA
162,06/11/2022,NA
163,06/12/2022,NA
164,06/13/2022,NA
165,06/14/2022,NA
166,06/15/2022,NA
167,06/16/2022,NA
168,06/17/2022,NA
169,06/18/2022,NA
170,06/19/2022,NA
171,06/20/2022,NA
172,06/21/2022,NA
173,06/22/2022,NA
174,06/23/2022,NA
175,06/24/2022,NA
176,06/25/2022,NA
177,06/26/2022,NA
178,06/27/2022,NA
179,06/28/2022,NA
180,06/29/2022,NA
181,06/30/2022,NA
182,07/01/2022,NA
183,07/02/2022,NA
184,07/03/2022,NA
185,07/04/2022,NA
186,07/05/2022,NA
187,07/06/2022,NA
188,07/07/2022,NA
189,07/08/2022,NA
190,07/09/2022,NA
191,07/10/2022,NA
192,07/11/2022,NA
193,07/12/2022,NA
194,07/13/2022,NA
195,07/14/2022,NA
196,07/15/2022,NA
197,07/16/2022,NA
198,07/17/2022,NA
199,07/18/2022,NA
200,07/19/2022,NA
201,07/20/2022,NA
202,07/21/2022,NA
203,07/22/2022,NA
204,07/23/2022,NA
205,07/24/2022,NA
206,07/25/2022,NA
207,07/26/2022,NA
208,07/27/2022,NA
209,07/28/2022,NA
210,07/29/2022,NA
211,07/30/2022,NA
212,07/31/2022,NA
213,08/01/2022,NA
214,08/02/2022,NA
215,08/03/2022,NA
216,08/04/2022,NA
217,08/05/2022,NA
218,08/06/2022,NA
219,08/07/2022,NA
220,08/08/2022,NA
221,08/09/2022,NA
222,08/10/2022,NA
223,08/11/2022,0.0
224,08/12/2022,0.023228358999999997
225,08/13/2022,0.007086617999999999
226,08/14/2022,0.020472452
227,08/15/2022,0.036220492
228,08/16/2022,0.005905514999999999
229,08/17/2022,0.0
230,08/18/2022,0.000393701
231,08/19/2022,0.0
232,08/20/2022,0.0
233,08/21/2022,0.0
234,08/22/2022,0.0
235,08/23/2022,0.0
236,08/24/2022,0.002755907
237,08/25/2022,0.021259854
238,08/26/2022,0.009448824
239,08/27/2022,0.002362206
240,08/28/2022,0.0035433089999999997
241,08/29/2022,0.0
242,08/30/2022,0.0
243,08/31/2022,0.00393701
244,09/01/2022,0.001574804
245,09/02/2022,0.0
246,09/03/2022,0.001968505
247,09/04/2022,0.001574804
248,09/05/2022,0.000393701
249,09/06/2022,0.00393701
250,09/07/2022,0.0
251,09/08/2022,0.0
252,09/09/2022,0.000393701
253,09/10/2022,0.0
254,09/11/2022,0.0
255,09/12/2022,0.0
256,09/13/2022,0.0
257,09/14/2022,0.000393701
258,09/15/2022,0.004724412
259,09/16/2022,0.004724412
260,09/17/2022,0.0
261,09/18/2022,0.001181103
262,09/19/2022,0.007480319
263,09/20/2022,0.0
264,09/21/2022,0.001574804
265,09/22/2022,0.009448824
266,09/23/2022,0.004330711
267,09/24/2022,0.0
268,09/25/2022,0.018503947
269,09/26/2022,0.0
270,09/27/2022,0.0
271,09/28/2022,0.0
272,09/29/2022,0.050393728
273,09/30/2022,0.0
274,10/01/2022,0.0
275,10/02/2022,0.0
276,10/03/2022,0.029921276
277,10/04/2022,0.0
278,10/05/2022,0.026377967
279,10/06/2022,0.002362206
280,10/07/2022,0.0
281,10/08/2022,0.005905514999999999
282,10/09/2022,0.0
283,10/10/2022,0.0
284,10/11/2022,0.0
285,10/12/2022,0.0
286,10/13/2022,0.009448824
287,10/14/2022,0.0
288,10/15/2022,0.001181103
289,10/16/2022,0.0
290,10/17/2022,0.012992133
291,10/18/2022,0.0
292,10/19/2022,0.0
293,10/20/2022,0.0
294,10/21/2022,0.0
295,10/22/2022,0.030708678
296,10/23/2022,0.029527575
297,10/24/2022,0.014960638
298,10/25/2022,0.018110246
299,10/26/2022,0.062204758
300,10/27/2022,0.070078778
301,10/28/2022,0.0
302,10/29/2022,0.0
303,10/30/2022,0.000787402
304,10/31/2022,0.000787402
305,11/01/2022,0.0
306,11/02/2022,0.014566936999999999
307,11/03/2022,0.0
308,11/04/2022,0.0
309,11/05/2022,0.000393701
310,11/06/2022,0.001574804
311,11/07/2022,0.0
312,11/08/2022,0.015354339
313,11/09/2022,0.000787402
314,11/10/2022,0.001574804
315,11/11/2022,0.005118113
316,11/12/2022,0.0
317,11/13/2022,0.0
318,11/14/2022,0.025984266
319,11/15/2022,0.07913390099999999
320,11/16/2022,0.000787402
321,11/17/2022,0.002362206
322,11/18/2022,0.0
323,11/19/2022,0.003149608
324,11/20/2022,0.0
325,11/21/2022,0.0
326,11/22/2022,0.007086617999999999
327,11/23/2022,0.0
328,11/24/2022,0.009448824
329,11/25/2022,0.001574804
330,11/26/2022,0.010236226
331,11/27/2022,0.001968505
332,11/28/2022,0.020472452
333,11/29/2022,0.014173235999999999
334,11/30/2022,0.000393701
335,12/01/2022,0.0
336,12/02/2022,0.0
337,12/03/2022,0.0
338,12/04/2022,0.002362206
339,12/05/2022,0.000393701
340,12/06/2022,0.011023628
341,12/07/2022,0.0066929170000000005
342,12/08/2022,0.0
343,12/09/2022,0.005511814
344,12/10/2022,0.0
345,12/11/2022,0.001181103
346,12/12/2022,0.035039389
347,12/13/2022,0.000393701
348,12/14/2022,0.0
349,12/15/2022,0.072440984
350,12/16/2022,0.00787402
351,12/17/2022,0.007480319
352,12/18/2022,0.009448824
353,12/19/2022,0.055905541999999996
354,12/20/2022,0.0
355,12/21/2022,0.002362206
356,12/22/2022,0.017716545
357,12/23/2022,0.0
358,12/24/2022,0.012992133
359,12/25/2022,0.0
360,12/26/2022,0.000787402
361,12/27/2022,0.001574804
362,12/28/2022,0.0
363,12/29/2022,0.008661422
364,12/30/2022,0.0
365,12/31/2022,0.005511814
366,01/01/2023,0.058267747999999994
367,01/02/2023,0.0
368,01/03/2023,0.0
369,01/04/2023,0.016535441999999997
370,01/05/2023,0.065354366
371,01/06/2023,0.007480319
372,01/07/2023,0.001181103
373,01/08/2023,0.006299216
374,01/09/2023,0.00393701
375,01/10/2023,0.0
376,01/11/2023,0.0
377,01/12/2023,0.004330711
378,01/13/2023,0.035039389
379,01/14/2023,0.001574804
380,01/15/2023,0.000393701
381,01/16/2023,0.005511814
382,01/17/2023,0.004724412
383,01/18/2023,0.000787402
384,01/19/2023,0.001574804
385,01/20/2023,0.0
386,01/21/2023,0.001968505
387,01/22/2023,0.0
388,01/23/2023,0.0
389,01/24/2023,0.0
390,01/25/2023,0.001968505
391,01/26/2023,0.001181103
392,01/27/2023,0.007480319
393,01/28/2023,0.0
394,01/29/2023,0.002755907
395,01/30/2023,0.0066929170000000005
396,01/31/2023,0.100787456
397,02/01/2023,0.084252014
398,02/02/2023,0.023228358999999997
399,02/03/2023,0.011417328999999999
400,02/04/2023,0.004330711
401,02/05/2023,0.005511814
402,02/06/2023,0.0035433089999999997
403,02/07/2023,0.021259854
404,02/08/2023,0.0
405,02/09/2023,0.0
406,02/10/2023,0.0
407,02/11/2023,0.0
408,02/12/2023,0.0
409,02/13/2023,0.0
410,02/14/2023,0.014960638
411,02/15/2023,0.0
412,02/16/2023,0.0
413,02/17/2023,0.000393701
414,02/18/2023,0.002755907
415,02/19/2023,0.010236226
416,02/20/2023,0.066535469
417,02/21/2023,0.10000005399999999
418,02/22/2023,0.009842525
419,02/23/2023,0.016535441999999997
420,02/24/2023,0.0
421,02/25/2023,0.002362206
422,02/26/2023,0.001968505
423,02/27/2023,0.00393701
424,02/28/2023,0.0
425,03/01/2023,0.0
426,03/02/2023,0.0
427,03/03/2023,0.0
428,03/04/2023,0.0
429,03/05/2023,0.0
430,03/06/2023,0.0
431,03/07/2023,0.005905514999999999
432,03/08/2023,0.044094512
433,03/09/2023,0.040551203
434,03/10/2023,0.133070938
435,03/11/2023,0.014173235999999999
436,03/12/2023,0.0
437,03/13/2023,0.0
438,03/14/2023,0.0
439,03/15/2023,0.0
440,03/16/2023,0.0
441,03/17/2023,0.000393701
442,03/18/2023,0.035826791
443,03/19/2023,0.026771668000000002
444,03/20/2023,0.0
445,03/21/2023,0.027952770999999998
446,03/22/2023,0.0
447,03/23/2023,0.023622059999999997
448,03/24/2023,0.005511814
449,03/25/2023,0.031102379
450,03/26/2023,0.011023628
451,03/27/2023,0.007086617999999999
452,03/28/2023,0.021653555
453,03/29/2023,0.0
454,03/30/2023,0.005511814
455,03/31/2023,0.037795296
456,04/01/2023,0.0
457,04/02/2023,0.002755907
458,04/03/2023,0.0
459,04/04/2023,0.0
460,04/05/2023,0.001574804
461,04/06/2023,0.0
462,04/07/2023,0.0
463,04/08/2023,0.0035433089999999997
464,04/09/2023,0.0035433089999999997
465,04/10/2023,0.05472443899999999
466,04/11/2023,0.001574804
467,04/12/2023,0.0
468,04/13/2023,0.06889767499999999
469,04/14/2023,0.023622059999999997
470,04/15/2023,0.037007894
471,04/16/2023,0.043700811
472,04/17/2023,0.03543309
473,04/18/2023,0.061417356
474,04/19/2023,0.008661422
475,04/20/2023,0.005118113
476,04/21/2023,0.088189024
477,04/22/2023,0.11102368199999998
478,04/23/2023,0.013385834000000001
479,04/24/2023,0.056692943999999995
480,04/25/2023,0.005118113
481,04/26/2023,0.025984266
482,04/27/2023,0.0
483,04/28/2023,0.0
484,04/29/2023,0.0
485,04/30/2023,0.000393701
486,05/01/2023,0.000787402
487,05/02/2023,0.022834657999999997
488,05/03/2023,0.032283481999999995
489,05/04/2023,0.000393701
490,05/05/2023,0.035039389
491,05/06/2023,0.0
492,05/07/2023,0.0
493,05/08/2023,0.001574804
494,05/09/2023,0.0
495,05/10/2023,0.0
496,05/11/2023,0.0
497,05/12/2023,0.0
498,05/13/2023,0.0
499,05/14/2023,0.0
500,05/15/2023,0.006299216
501,05/16/2023,0.023622059999999997
502,05/17/2023,0.14055125699999999
503,05/18/2023,0.005905514999999999
504,05/19/2023,0.017322844
505,05/20/2023,0.0
506,05/21/2023,0.002362206
507,05/22/2023,0.005905514999999999
508,05/23/2023,0.0
509,05/24/2023,0.000393701
510,05/25/2023,0.042913409
511,05/26/2023,0.10629927
512,05/27/2023,0.0
513,05/28/2023,0.0035433089999999997
514,05/29/2023,0.000787402
515,05/30/2023,0.00787402
516,05/31/2023,0.0
517,06/01/2023,0.0
518,06/02/2023,0.0
519,06/03/2023,0.0
520,06/04/2023,0.0
521,06/05/2023,0.000393701
522,06/06/2023,NA
523,06/07/2023,NA
524,06/08/2023,NA
525,06/09/2023,NA
526,06/10/2023,NA
527,06/11/2023,NA
528,06/12/2023,NA
529,06/13/2023,NA
530,06/14/2023,NA
531,06/15/2023,NA
532,06/16/2023,NA
533,06/17/2023,NA
534,06/18/2023,NA
535,06/19/2023,NA
536,06/20/2023,NA
537,06/21/2023,NA
538,06/22/2023,NA
539,06/23/2023,NA
540,06/24/2023,NA
541,06/25/2023,NA
542,06/26/2023,NA
543,06/27/2023,NA
544,06/28/2023,NA
545,06/29/2023,NA
546,06/30/2023,NA
547,07/01/2023,NA
548,07/02/2023,NA
549,07/03/2023,NA
550,07/04/2023,NA
551,07/05/2023,NA
552,07/06/2023,NA
553,07/07/2023,NA
554,07/08/2023,NA
555,07/09/2023,NA
556,07/10/2023,NA
557,07/11/2023,NA
558,07/12/2023,NA
559,07/13/2023,NA
560,07/14/2023,NA
561,07/15/2023,NA
562,07/16/2023,NA
563,07/17/2023,NA
564,07/18/2023,NA
565,07/19/2023,NA
566,07/20/2023,NA
567,07/21/2023,NA
568,07/22/2023,NA
569,07/23/2023,NA
570,07/24/2023,NA
571,07/25/2023,NA
572,07/26/2023,NA
573,07/27/2023,NA
574,07/28/2023,NA
575,07/29/2023,NA
576,07/30/2023,NA
577,07/31/2023,NA
578,08/01/2023,NA
579,08/02/2023,NA
580,08/03/2023,NA
581,08/04/2023,NA
582,08/05/2023,NA
583,08/06/2023,NA
584,08/07/2023,NA
585,08/08/2023,NA
586,08/09/2023,NA
587,08/10/2023,NA
588,08/11/2023,NA
589,08/12/2023,NA
590,08/13/2023,NA
591,08/14/2023,NA
592,08/15/2023,NA
593,08/16/2023,NA
594,08/17/2023,NA
595,08/18/2023,NA
596,08/19/2023,NA
597,08/20/2023,NA
598,08/21/2023,NA
599,08/22/2023,NA
600,08/23/2023,NA
601,08/24/2023,NA
602,08/25/2023,NA
603,08/26/2023,NA
604,08/27/2023,NA
605,08/28/2023,NA
606,08/29/2023,NA
607,08/30/2023,NA
608,08/31/2023,NA
609,09/01/2023,NA
610,09/02/2023,NA
611,09/03/2023,NA
612,09/04/2023,NA
613,09/05/2023,NA
614,09/06/2023,NA
615,09/07/2023,NA
616,09/08/2023,NA
617,09/09/2023,NA
618,09/10/2023,NA
619,09/11/2023,NA
620,09/12/2023,NA
621,09/13/2023,NA
622,09/14/2023,NA
623,09/15/2023,NA
624,09/16/2023,NA
625,09/17/2023,NA
626,09/18/2023,NA
627,09/19/2023,NA
628,09/20/2023,NA
629,09/21/2023,NA
630,09/22/2023,NA
631,09/23/2023,NA
632,09/24/2023,NA
633,09/25/2023,NA
634,09/26/2023,NA
635,09/27/2023,NA
636,09/28/2023,NA
637,09/29/2023,NA
638,09/30/2023,NA
639,10/01/2023,NA
640,10/02/2023,NA
641,10/03/2023,NA
642,10/04/2023,NA
643,10/05/2023,NA
644,10/06/2023,NA
645,10/07/2023,NA
646,10/08/2023,NA
647,10/09/2023,NA
648,10/10/2023,NA
649,10/11/2023,NA
650,10/12/2023,NA
651,10/13/2023,NA
652,10/14/2023,NA
653,10/15/2023,NA
654,10/16/2023,NA
655,10/17/2023,NA
656,10/18/2023,NA
657,10/19/2023,NA
658,10/20/2023,NA
659,10/21/2023,NA
660,10/22/2023,NA
661,10/23/2023,NA
662,10/24/2023,NA
663,10/25/2023,NA
664,10/26/2023,NA
665,10/27/2023,NA
666,10/28/2023,NA
667,10/29/2023,NA
668,10/30/2023,NA
669,10/31/2023,NA
670,11/01/2023,NA
671,11/02/2023,NA
672,11/03/2023,NA
673,11/04/2023,NA
674,11/05/2023,NA
675,11/06/2023,NA
676,11/07/2023,NA
677,11/08/2023,NA
678,11/09/2023,NA
679,11/10/2023,NA
680,11/11/2023,NA
681,11/12/2023,NA
682,11/13/2023,NA
683,11/14/2023,NA
684,11/15/2023,NA
685,11/16/2023,NA
686,11/17/2023,NA
687,11/18/2023,NA
688,11/19/2023,NA
689,11/20/2023,NA
690,11/21/2023,NA
691,11/22/2023,NA
692,11/23/2023,NA
693,11/24/2023,NA
694,11/25/2023,NA
695,11/26/2023,NA
696,11/27/2023,NA
697,11/28/2023,NA
698,11/29/2023,NA
699,11/30/2023,NA
700,12/01/2023,NA
701,12/02/2023,NA
702,12/03/2023,NA
703,12/04/2023,NA
704,12/05/2023,NA
705,12/06/2023,NA
706,12/07/2023,NA
707,12/08/2023,NA
708,12/09/2023,NA
709,12/10/2023,NA
710,12/11/2023,NA
711,12/12/2023,NA
712,12/13/2023,NA
713,12/14/2023,NA
714,12/15/2023,NA
715,12/16/2023,NA
716,12/17/2023,NA
717,12/18/2023,NA
718,12/19/2023,NA
719,12/20/2023,NA
720,12/21/2023,NA
721,12/22/2023,NA
722,12/23/2023,NA
723,12/24/2023,NA
724,12/25/2023,NA
725,12/26/2023,NA
726,12/27/2023,NA
727,12/28/2023,NA
728,12/29/2023,NA
729,12/30/2023,NA
730,12/31/2023,NA
731,01/01/2024,NA
732,01/02/2024,NA
733,01/03/2024,NA
734,01/04/2024,NA
735,01/05/2024,NA
736,01/06/2024,NA
737,01/07/2024,NA
738,01/08/2024,NA
739,01/09/2024,NA
740,01/10/2024,NA
741,01/11/2024,NA
742,01/12/2024,NA
743,01/13/2024,NA
744,01/14/2024,NA
745,01/15/2024,NA
746,01/16/2024,NA
747,01/17/2024,NA
748,01/18/2024,NA
749,01/19/2024,NA
750,01/20/2024,NA
751,01/21/2024,NA
752,01/22/2024,NA
753,01/23/2024,NA
754,01/24/2024,NA
755,01/25/2024,NA
756,01/26/2024,NA
757,01/27/2024,NA
758,01/28/2024,NA
759,01/29/2024,NA
760,01/30/2024,NA
761,01/31/2024,NA
762,02/01/2024,NA
763,02/02/2024,NA
764,02/03/2024,NA
765,02/04/2024,NA
766,02/05/2024,NA
767,02/06/2024,NA
768,02/07/2024,NA
769,02/08/2024,NA
770,02/09/2024,NA
771,02/10/2024,NA
772,02/11/2024,NA
773,02/12/2024,NA
774,02/13/2024,NA
775,02/14/2024,NA
776,02/15/2024,NA
777,02/16/2024,NA
778,02/17/2024,NA
779,02/18/2024,NA
780,02/19/2024,NA
781,02/20/2024,NA
782,02/21/2024,NA
783,02/22/2024,NA
784,02/23/2024,NA
785,02/24/2024,NA
786,02/25/2024,NA
787,02/26/2024,NA
788,02/27/2024,NA
789,02/28/2024,NA
790,02/29/2024,NA
791,03/01/2024,NA
792,03/02/2024,NA
793,03/03/2024,NA
794,03/04/2024,NA
795,03/05/2024,NA
796,03/06/2024,NA
797,03/07/2024,NA
798,03/08/2024,NA
799,03/09/2024,NA
800,03/10/2024,NA
801,03/11/2024,NA
802,03/12/2024,NA
803,03/13/2024,NA
804,03/14/2024,NA
805,03/15/2024,NA
806,03/16/2024,NA
807,03/17/2024,NA
808,03/18/2024,NA
809,03/19/2024,NA
810,03/20/2024,NA
811,03/21/2024,NA
812,03/22/2024,NA
813,03/23/2024,NA
814,03/24/2024,NA
815,03/25/2024,NA
816,03/26/2024,NA
817,03/27/2024,NA
818,03/28/2024,NA
819,03/29/2024,NA
820,03/30/2024,NA
821,03/31/2024,NA
822,04/01/2024,NA
823,04/02/2024,NA
824,04/03/2024,NA
825,04/04/2024,NA
826,04/05/2024,NA
827,04/06/2024,NA
828,04/07/2024,NA
829,04/08/2024,NA
830,04/09/2024,NA
831,04/10/2024,NA
832,04/11/2024,NA
833,04/12/2024,NA
834,04/13/2024,NA
835,04/14/2024,NA
836,04/15/2024,NA
837,04/16/2024,NA
838,04/17/2024,NA
839,04/18/2024,NA
840,04/19/2024,NA
841,04/20/2024,NA
842,04/21/2024,NA
843,04/22/2024,NA
844,04/23/2024,NA
845,04/24/2024,NA
846,04/25/2024,NA
847,04/26/2024,NA
848,04/27/2024,NA
849,04/28/2024,NA
850,04/29/2024,NA
851,04/30/2024,NA
852,05/01/2024,NA
853,05/02/2024,NA
854,05/03/2024,NA
855,05/04/2024,NA
856,05/05/2024,NA
857,05/06/2024,NA
858,05/07/2024,NA
859,05/08/2024,NA
860,05/09/2024,NA
861,05/10/2024,NA
862,05/11/2024,NA
863,05/12/2024,NA
864,05/13/2024,NA
865,05/14/2024,NA
866,05/15/2024,NA
867,05/16/2024,NA
868,05/17/2024,NA
869,05/18/2024,NA
870,05/19/2024,NA
871,05/20/2024,NA
872,05/21/2024,NA
873,05/22/2024,NA
874,05/23/2024,NA
875,05/24/2024,NA
876,05/25/2024,NA
877,05/26/2024,NA
878,05/27/2024,NA
879,05/28/2024,NA
880,05/29/2024,NA
881,05/30/2024,NA
882,05/31/2024,NA
883,06/01/2024,NA
884,06/02/2024,NA
885,06/03/2024,NA
886,06/04/2024,NA
887,06/05/2024,NA
888,06/06/2024,NA
889,06/07/2024,NA
890,06/08/2024,NA
891,06/09/2024,NA
892,06/10/2024,NA
893,06/11/2024,NA
894,06/12/2024,NA
895,06/13/2024,NA
896,06/14/2024,NA
897,06/15/2024,NA
898,06/16/2024,NA
899,06/17/2024,NA
900,06/18/2024,NA
901,06/19/2024,NA
902,06/20/2024,NA
903,06/21/2024,NA
904,06/22/2024,NA
905,06/23/2024,NA
906,06/24/2024,NA
907,06/25/2024,NA
908,06/26/2024,NA
909,06/27/2024,NA
910,06/28/2024,NA
911,06/29/2024,NA
912,06/30/2024,NA
913,07/01/2024,NA
914,07/02/2024,NA
915,07/03/2024,NA
916,07/04/2024,NA
917,07/05/2024,NA
918,07/06/2024,NA
919,07/07/2024,NA
920,07/08/2024,NA
921,07/09/2024,NA
922,07/10/2024,NA
923,07/11/2024,NA
924,07/12/2024,NA
925,07/13/2024,NA
926,07/14/2024,NA
927,07/15/2024,NA
928,07/16/2024,NA
929,07/17/2024,NA
930,07/18/2024,NA
931,07/19/2024,NA
932,07/20/2024,NA
933,07/21/2024,NA
934,07/22/2024,NA
935,07/23/2024,NA
936,07/24/2024,NA
937,07/25/2024,NA
938,07/26/2024,NA
939,07/27/2024,NA
940,07/28/2024,NA
941,07/29/2024,NA
942,07/30/2024,NA
943,07/31/2024,NA
944,08/01/2024,NA
945,08/02/2024,NA
946,08/03/2024,NA
947,08/04/2024,NA
948,08/05/2024,NA
949,08/06/2024,NA
950,08/07/2024,NA
951,08/08/2024,NA
952,08/09/2024,NA
953,08/10/2024,NA
954,08/11/2024,NA
955,08/12/2024,NA
956,08/13/2024,NA
957,08/14/2024,NA
958,08/15/2024,NA
959,08/16/2024,NA
960,08/17/2024,NA
961,08/18/2024,NA
962,08/19/2024,NA
963,08/20/2024,NA
964,08/21/2024,NA
965,08/22/2024,NA
966,08/23/2024,NA
967,08/24/2024,NA
968,08/25/2024,NA
969,08/26/2024,NA
970,08/27/2024,NA
971,08/28/2024,NA
972,08/29/2024,NA
973,08/30/2024,NA
974,08/31/2024,NA
975,09/01/2024,NA
976,09/02/2024,NA
977,09/03/2024,NA
978,09/04/2024,NA
979,09/05/2024,NA
980,09/06/2024,NA
981,09/07/2024,NA
982,09/08/2024,NA
983,09/09/2024,NA
984,09/10/2024,NA
985,09/11/2024,NA
986,09/12/2024,NA
987,09/13/2024,NA
988,09/14/2024,NA
989,09/15/2024,NA
990,09/16/2024,NA
991,09/17/2024,NA
992,09/18/2024,NA
993,09/19/2024,NA
994,09/20/2024,NA
995,09/21/2024,NA
996,09/22/2024,NA
997,09/23/2024,NA
998,09/24/2024,NA
999,09/25/2024,NA
1000,09/26/2024,NA
1001,09/27/2024,NA
1002,09/28/2024,NA
1003,09/29/2024,NA
1004,09/30/2024,NA
1005,10/01/2024,NA
1006,10/02/2024,NA
1007,10/03/2024,NA
1008,10/04/2024,NA
1009,10/05/2024,NA
1010,10/06/2024,NA
1011,10/07/2024,NA
1012,10/08/2024,NA
1013,10/09/2024,NA
1014,10/10/2024,NA
1015,10/11/2024,NA
1016,10/12/2024,NA
1017,10/13/2024,NA
1018,10/14/2024,NA
1019,10/15/2024,NA
1020,10/16/2024,NA
1021,10/17/2024,NA
1022,10/18/2024,NA
1023,10/19/2024,NA
1024,10/20/2024,NA
1025,10/21/2024,NA
1026,10/22/2024,NA
1027,10/23/2024,NA
1028,10/24/2024,NA
1029,10/25/2024,NA
1030,10/26/2024,0.040163702003348
1031,10/27/2024,0.003149608
1032,10/28/2024,0.0
1033,10/29/2024,0.002362206
1034,10/30/2024,0.002362206
1035,10/31/2024,0.0
1036,11/01/2024,0.0035433089999999997
1037,11/02/2024,0.0
1038,11/03/2024,0.001181103
1039,11/04/2024,0.213782743001674
1040,11/05/2024,0.025590565
1041,11/06/2024,0.007086617999999999
1042,11/07/2024,0.002362206
1043,11/08/2024,0.004330711
1044,11/09/2024,0.04448821299999999
1045,11/10/2024,0.038976398999999995
1046,11/11/2024,0.0
1047,11/12/2024,0.0
1048,11/13/2024,0.004724412
1049,11/14/2024,0.035039389
1050,11/15/2024,0.005118113
1051,11/16/2024,0.0393701
1052,11/17/2024,0.005118113
1053,11/18/2024,0.016535441999999997
1054,11/19/2024,0.002362206
1055,11/20/2024,0.011023628
1056,11/21/2024,0.030708678
1057,11/22/2024,0.019291349
1058,11/23/2024,0.00393701
1059,11/24/2024,0.0
1060,11/25/2024,0.001181103
1061,11/26/2024,0.000393701
1062,11/27/2024,0.029527575
1063,11/28/2024,0.031102379
1064,11/29/2024,0.061417356
1065,11/30/2024,0.001968505
1066,12/01/2024,0.004724412
1067,12/02/2024,0.001181103
1068,12/03/2024,0.010236226
1069,12/04/2024,0.018897648
1070,12/05/2024,0.008661422
1071,12/06/2024,0.000787402
1072,12/07/2024,0.026377967
1073,12/08/2024,0.016141740999999998
1074,12/09/2024,0.04527561499999999
1075,12/10/2024,0.00393701
1076,12/11/2024,0.0
1077,12/12/2024,0.009448824
1078,12/13/2024,0.012992133
1079,12/14/2024,0.009055123
