rainfall,date
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
24.6,042_1962-01
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
34.15,043_1962-02
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
13.6,044_1962-03
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
23.85,045_1962-04
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
21.9,046_1962-05
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
17.05,047_1962-06
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
34.650000000000006,049_1962-08
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.749999999999998,050_1962-09
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
12.55,051_1962-10
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
20.299999999999997,052_1962-11
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
13.750000000000004,054_1963-01
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
24.3,056_1963-03
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
20.65,057_1963-04
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
26.1,058_1963-05
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
6.500000000000001,059_1963-06
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
3.7,060_1963-07
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
16.88,061_1963-08
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
6.199999999999999,062_1963-09
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
34.849999999999994,063_1963-10
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.499999999999998,064_1963-11
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
10.8,065_1963-12
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,066_1964-01
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
24.200000000000003,067_1964-02
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
11.35,068_1964-03
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
19.649999999999995,070_1964-05
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
24.05,071_1964-06
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
16.9,072_1964-07
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
7.81,073_1964-08
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
26.41,074_1964-09
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
11.45,075_1964-10
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
18.25,076_1964-11
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
27.800000000000004,077_1964-12
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
21.95,078_1965-01
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
16.830000000000002,079_1965-02
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
14.25,080_1965-03
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
28.4,081_1965-04
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
25.299999999999997,082_1965-05
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
20.299999999999997,083_1965-06
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
4.249999999999999,084_1965-07
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
8.05,085_1965-08
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
9.85,086_1965-09
37.900000000000006,087_1965-10
37.900000000000006,087_1965-10
37.900000000000006,087_1965-10
37.900000000000006,087_1965-10
